name,brand,price,bang_tan_2g,bang_tan_3g,battery_capacity,battery_life,bluetooth,brand,brand_country,camera_sau,camera_truoc,cart_slot,charge_time,chip_do_hoa,chip_set,chuc_nang_khac,connect_khac,connect_nfc,cpu_speed,den_flash,dimensions,display_type,fm_radio,ghi_am,gps,ho_tro_4g,ho_tro_5g,included_accessories,is_authentic,is_warranty_applied,item_model_number,jack_headphone,kha_dung,khe_sim,loai_pin,loai_sim,luu_y,manufacturer_electronics,material,nghe_nhac,organization_address,organization_name,origin,part_number,pin_co_the_thao_roi,port_sac,product_weight,quay_phim,ram,resolution,rom,screen_size,seller_delivery_method,service_highlight_1,service_highlight_2,service_highlight_3,the_ngoai_toi_da,tinh_nang_camera,vat_taxable,video_call,warranty_form,warranty_time_period,wifi,xem_phim
Điện Thoại Thông Minh Xiaomi Poco F3 8GB l 256GB - Hàng Chính Hãng,Xiaomi,6390000,,,,,v5.1,Xiaomi,,,,không hổ trợ,,,Snapdragon 870,,,,,,"<p>Sở hữu sức mạnh “vô đối” đến từ CPU của nhà Qualcomm, Xiaomi POCO F3 mang đến người dùng cơ hội trải nghiệm hiệu năng của flagship hàng đầu trong mức giá tầm trung, một “món hời” mà các tín đồ “hệ gaming” không thể nào bỏ qua.<br />Thu hút ngay từ cái nhìn đầu tiên<br />Xiaomi POCO F3 được ví như phiên bản “song sinh” của Redmi K40 khi sở hữu thiết kế lẫn “nội thất” gần như tương đồng nhau, ngoại trừ phần logo Redmi sẽ được thay bằng POCO ở mặt sau.</p>
<p>Xiaomi POCO F3 | Thu hút ngay từ cái nhìn đầu tiên bởi thiết kế thanh lịch</p>
<p>POCO F3 sử dụng chất liệu kính cường lực cao cấp Corning Gorilla Glass 5 ở cả 2 mặt kết hợp hoàn hảo với khung viền kim loại chắc chắn tạo nên vẻ ngoài tinh tế, đồng thời mang lại độ bền vượt trội.</p>
<p>Xiaomi POCO F3 | Trang bị kính cường lực cao cấp Corning Gorilla Glass 5 ở cả 2 mặt</p>
<p>Trang bị cụm camera sau với kiểu sắp xếp khá độc đáo, POCO F3 sẽ trở nên mới lạ và khác biệt so với những mẫu smartphone khác trên thị trường.</p>
<p>“Quái vật” hiệu năng trong phân khúc tầm trung<br />POCO F3 là mẫu smartphone được trang bị vi xử lý Snapdragon 870 với mức giá tốt nhất hiện nay. Sản xuất trên tiến trình 7 nm, tốc độ xử lý tối đa 3.2 GHz, mang đến hiệu năng hàng đầu, thậm chí vượt mặt một số mẫu flagship hiện nay.</p>
<p>Xiaomi POCO F3 | Trang bị vi xử lý Snapdragon 870</p>
<p>Kết hợp với GPU Adreno 650 tạo nên trải nghiệm đồ họa đỉnh cao, mượt mà khi chơi game, RAM 8 GB chuẩn LPDDR5 cho tốc độ mở và truy xuất dữ liệu gần như lập tức, kể cả khi bạn đã mở nhiều ứng dụng trước đó.</p>
<p>Hệ thống làm mát 3 chiều LiquidCool 1.0 Plus giúp khuếch tán nhiệt hiệu quả qua mặt lưng và màn hình, duy trì hiệu năng, giữ cho máy không quá nóng khi bạn chơi game hay thực hiện các tác vụ nặng trong thời gian dài.</p>
<p>Xiaomi POCO F3 | Hệ thống làm mát 3 chiều LiquidCool 1.0 Plus</p>
<p>Thỏa sức lưu trữ cả lượng lớn dữ liệu với bộ nhớ khủng 128 GB, cho phép bạn có thể cài đặt nhiều tựa game đồ họa khủng, thả ga ghi lại những đoạn video hay hình ảnh vừa chụp với chất lượng cao.</p>
<p>Xiaomi POCO F3 | ết nối mạng không dây nhanh nhất hiện nay là 5G và WiFi 6</p>
<p>POCO F3 có tốc độ truy cập internet với chuẩn kết nối mạng không dây nhanh nhất hiện nay là 5G và WiFi 6, giúp tải xuống tập tin lên đến hàng chục GB hay một trang web có nhiều hình ảnh chỉ trong tích tắc, xem phim với chất lượng cao trơn tru mượt mà, không lo gián đoạn do tốc độ chậm.</p>
<p>Bộ 3 camera cao cấp ghi lại vô vàn sắc thái<br />POCO F3 trang bị bộ 3 camera AI cùng nhiều công nghệ ấn tượng, cung cấp đa dạng chế độ chụp từ tự động đến chuyên nghiệp, bạn sẽ không bỏ lỡ những khoảnh khắc “đỉnh cao” khó có thể gặp lại lần nữa.</p>
<p>Xiaomi POCO F3 | Trang bị bộ 3 camera AI cùng nhiều công nghệ ấn tượng</p>
<p>Camera chính trên mẫu điện thoại này có độ phân giải 48 MP đảm bảo mọi chi tiết được lưu lại với chất lượng cao nhất, thể hiện cuộc sống chân thật và sống động như những gì bạn thấy.</p>
<p>Xiaomi POCO F3 | Camera chính có độ phân giải 48 MP</p>
<p>Tích hợp cảm biến kích thước điểm ảnh gộp lên đến 1.6 μm cùng khẩu độ f/1.79, được xử lý bới các thuật toán AI tạo nên chế độ ban đêm 2.0 ấn tượng, POCO F3 hứa hẹn sẽ tạo nên những tấm hình chụp đêm rực rỡ với độ sáng vượt trội, các chi tiết tái tạo chính xác đến không ngờ.</p>
<p>Máy ảnh telemacro 5 MP với khoảng cách lấy nét siêu cận rộng hơn từ 3 - 7 cm, tập trung vào những chi tiết siêu nhỏ, giúp chúng trở nên phi thường trong khung hình macro tuyệt đẹp.</p>
<p>Xiaomi POCO F3 | Máy ảnh telemacro 5 MP với khoảng cách lấy nét từ 3 - 7 cm</p>
<p>Hãy để camera góc siêu rộng 8 MP mang đến những tấm ảnh chụp toàn cảnh ngoạn mục, góc chụp rộng đến 119 độ giúp bạn thu trọn toàn bộ khung cảnh lớn chỉ với 1 lần chụp duy nhất.</p>
<p>FOCO F3 thể hiện khả năng quay phim 4K siêu nét, cung cấp nhiều chế độ quay độc đáo cùng trình chỉnh sửa video chuyên nghiệp, giúp bạn tạo nên thước phim chuẩn điện ảnh, thật dễ dàng ngay trên smartphone.</p>
<p>Xiaomi POCO F3 | Khả năng quay phim 4K siêu nét, trình chỉnh sửa video chuyên nghiệp</p>
<p>Camera selfie 20 MP tạo nên phong cách của riêng bạn với những tấm ảnh selfie siêu nét kể cả trong điều kiện thiếu sáng, thỏa thích nói chuyện qua video call với người thân, bạn bè với chuẩn hình ảnh Full HD mượt mà.</p>
<p>Xiaomi POCO F3 | Camera selfie 20 MP</p>
<p>Màn hình siêu tràn, “chấm” camera siêu nhỏ<br />POCO F3 hiển thị mọi thứ sống động rực rỡ với màn hình AMOLED, vật liệu E4 cao cấp mang đến màu sắc chính xác tuyệt vời, hỗ trợ HDR 10&#43; giúp tăng chất lượng hiển thị lên cao nhất, cho phép cường độ sáng được đẩy lên tối đa nhưng lại tiết kiệm đến 15% dung lượng pin.</p>
<p>Xiaomi POCO F3 | Sở hữu màn hình AMOLED rực rỡ</p>
<p>Thiết kế tràn viền đến từng góc cạnh tạo nên màn hình siêu lớn lên đến 6.67 inch, bạn sẽ hầu như quên đi sự hiện diện của “nốt ruồi” bởi kích thước siêu nhỏ chỉ 2.76 mm, gần như là một chấm nhỏ cho bạn một trải nghiệm hiển thị gần như tuyệt đối.</p>
<p>Xiaomi POCO F3 | Thiết kế tràn viền, màn hình siêu lớn lên đến 6.67 inch</p>
<p>Tích hợp cảm biến ánh sáng 360 độ liên tục điều chỉnh độ sáng và nhiệt độ màu mà thông minh theo môi trường giúp tối ưu thời lượng pin và loại bỏ sự khó chịu, mỏi mắt do ánh sáng xanh gây ra.</p>
<p>Xiaomi POCO F3 | Hỗ trợ tần số quét 120 Hz siêu mượt mà</p>
<p>POCO F3 còn là màn hình tối ưu cho việc chơi game khi hỗ trợ tần số quét 120 Hz siêu mượt mà. Tính năng MEMC giúp bổ sung khung hình cho các phân cảnh có khung hình thấp giúp chuyển động mượt mà hơn. Tốc độ lấy mẫu cảm ứng 360 Hz cho phản hồi cực nhanh nhạy ngay khi chạm vào màn hình.</p>
<p>Nâng tầm giải trí với âm thanh nổi sống động<br />Chất âm đẳng cấp như ở rạp chiếu đến từ hệ thống loa kép của POCO F3 tạo nên không gian âm thanh vòm, tiếng bước chân, tiếng nói chuyện trở nên cực kỳ chân thật như thể chúng đang diễn ra xung quanh bạn, mọi trải nghiệm chơi game, xem phim, nghe nhạc của bạn sẽ càng ấn tượng hơn.</p>
<p>Xiaomi POCO F3 | Chất âm đẳng cấp như ở rạp chiếu đến từ hệ thống loa kép</p>
<p>Không chỉ âm thanh, POCO F3 còn chạm đến mọi giác quan của bạn với bộ rung trục X với nhiều cấp độ rung đa dạng mang lại phản hồi chân thực đúng lúc, nâng cao độ chân thật, kịch tính khi chơi game.</p>
<p>POCO F3 còn sở hữu viên pin lớn với dung lượng 4520 mAh, đáp ứng tốt mọi hoạt động trong ngày, đồng thời tích hợp sạc nhanh 33 W, chỉ cần cắm sạc, sau 52 phút bạn đã có một chiếc điện thoại đầy 100% pin sẵn sàng cho mọi hoạt động trong cả ngày dài.</p>
<p>Xiaomi POCO F3 | Pin lớn với dung lượng 4520 mAh đồng thời tích hợp sạc nhanh 33 W</p>
<p>Tóm lại, POCO F3 chính là mẫu điện thoại đáng mua nhất ở thời điểm hiện tại, không chỉ sở hữu hiệu năng mạnh mẽ, còn tích hợp loạt tính năng “xịn sò” cho việc chơi game. Tương tự như POCO F2, chắc chắn POCO F3 sẽ tiếp tục chiếc điện thoại gaming giá tốt nhất dành cho game thủ.</p>",AMOLED,,,,,,<p>Điện thoại &#43; Bộ cáp sạc &#43; Ốp nhựa dẻo &#43; Sách hướng dẫn</p>,Có,Có,Poco F3,Type-C,,02,Li-Po,Nano,,,,,,,,,,Type-C,0.2,,,Full HD+ (1080 x 2400 Pixels),,6.67 inch,,,,,Không hổ trợ,,Có,,Điện tử,18,Dual-band (2.4 GHz/5 GHz)  Wi-Fi 802.11 a/b/g/n/ac/ax  Wi-Fi Direct  Wi-Fi hotspot,
Điện thoại Samsung Galaxy A05 (4GB/128GB) - Hàng chính hãng,Samsung,2939000,,,,,,Samsung,,,,,,,,,,,,,,,,,,,,,Có,Có,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Có,,Điện tử,12,,
Điện thoại Tecno SPARK 10 4GB/128GB - Camera 50MP | 5000 mAh | Sạc nhanh 18W | Cảm ứng vân tay - Hàng chính hãng,Tecno,2970000,,,,,,Tecno,,,,,,,Helio G37,,,,,,,,,,,,,"<p>* Bộ sản phẩm gồm: bộ sạc, sách HDSD, tai nghe, ốp lưng.</p>",Có,Có,SPARK 10 4GB/128GB,,,2,,Nano,,,,,,,,,,Type-C,,,,,,,,,,,,,Có,,Điện tử,3,,
Điện thoại Realme C55 (8GB/256GB) - Hàng chính hãng ,Realme,4599000,,,,,,Realme,,,,,,,,,,,,,,,,,,,,,Có,Có,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Có,,Điện tử,12,,
Điện thoại TECNO Spark 10 4GB+4GB/128GB - RAM mở rộng tới 8GB | Pin 5000 mAh | Màn 90Hz - Sạc nhanh 18W - Hàng chính hãng,Tecno,2596000,,,5000 mah,,,Tecno,,,,,,,MediaTek Helio G37,,,,,,,,,,,,,,Có,Có,,,,2,,,,,,,,,,,,,,,4GB,,128 GB,,,,,,,,Có,,Điện tử,12,,
Điện Thoại Samsung M34 5G 8GB/128GB - Hàng Chính Hãng,Samsung,6663000,,,6000 mAh,,"v5.3, A2DP,  LE",Samsung,,,,MicroSD,,2 nhân 2.4 GHz &amp; 6 nhân 2 GHz,Exynos 1280 8 nhân,,,,,,"<div class=""ctLeft"">
<p>Kích thước, khối lượng: Dài 161.7 mm - Ngang 77.2 mm - Dày 8.8 mm - Nặng 208 g</p>
</div>",Super AMOLED,,,,,Có,"<p>Bộ sản phẩm bao gồm: Thân máy, cáp dữ liệu, tài liệu hướng dẫn, dụng cụ lấy sim</p>",Có,Có,Samsung M34 5G 8GB/128GB,3.5 mm,,2, Li-Po,Nano,,,Khung &amp; Mặt lưng nhựa,,,,,, Nguyên khối,USB Type-C 2.0,Nặng 208g,,8GB,,128GB,6.5 inch,,,,,Hỗ trợ tối đa 1 TB,,Có,,Điện tử,12," Wi-Fi Direct,  Wi-Fi 802.11 a/b/g/n/ac,  Dual-band (2.4 GHz/5 GHz)",
"Điện thoại oukitel WP22 (Loa to,Chống nước ,chống sốc IP68/IP69K,Ram 13Gb(8GB+5Gb mở rộng),Rom 256Gb,Màn hình 6.58 FHD,tầm nhìn ban đêm,Pin 10.000mAh)- Hàng chính hãng",Oukitel,5990000,,,,,BT5.0,Oukitel,,,,có,,,CPU: MTK Helio P90,"chống nước,chống va đập,loa lớn",,,,,,FHD,,,,,,,Có,Có,oukitel wp22,3.5,256Gb,2,,nano sim,,,,,,,,,,tyce c,398 gam,,,1080 x 2408 (FHD+),,,,,,,,,Có,,Phiếu bảo hành,12,,
Điện Thoại Samsung Galaxy A14 (4GB/128GB) - Hàng Chính Hãng,Samsung,3480000,,,,,,Samsung,,,,,,,,,,,,,<p>Dài 167.7 mm - Ngang 78 mm - Dày 9.1 mm</p>,,,,,,,"<p>Hộp, Sách hướng dẫn, Cây lấy sim, Cáp Type C</p>",Có,Có,,,,,,,"Sản phẩm được bán bởi Antam Trading là hàng mới 100%, mới được kích hoạt bảo hành điện tử, nguyên seal chưa khui hộp, được phân phối chính hãng tại Việt Nam, có đầy đủ tem nhãn phụ của nhà phân phối theo quy định. Bảo hành 12 tháng kể từ ngày nhận tại TTBH Samsung hoặc Antam Trading.",,,,,,,,,,,,,,,,,,,,,,Có,,Điện tử,1,,
Điện thoại Itel A26 (2GB/32GB) - Bảo hành 12 tháng - Hàng chính hãng ,OEM,1077000,,,,,,OEM,,,,,,,,,,,,,,,,,,,,,Có,Có,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Có,,Điện tử,12,,
Điện thoại Masstel Hapi 30 4G Hàng Chính Hãng,Masstel,1290000,,,,,Có,Masstel,,,,128GB,,,,,,,,,,,,,,,,,Có,Có,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Có,,Điện tử,1,,
Điện thoại POCO M5 4GB+64GB - Pin 5000mAh - MediaTek Helio G99 -  Sạc nhanh 18W - Hàng chính hãng,Xiaomi,2596000,,,5000mah,,,Xiaomi,,,,,,,MediaTek Helio G99,,,,,,,,,,,,,,Có,Có,,,,,,,,ADATA,,,,,,,,,,,4GB,,64GB,6.59 inch,,,,,,,Có,,Điện tử,12,,
Điện thoại Samsung Galaxy A05 (4GB/128GB) - Hàng chính hãng - ĐÃ KÍCH HOẠT BẢO HÀNH ĐIỆN TỬ,Samsung,2950000,,,5000 mAh,,Có,Samsung,,,,"MicroSD, hỗ trợ tối đa 1 TB",,Mali-G52,Mediatek Helio G85,"Cảm biến gia tốc, Cảm biến tiệm cận","NFC, GPS, ",,4 nhân 2.0 GHz &amp; 4 nhân 1.8 GHz,,<p>Dài 168.8 mm - Ngang 78.2 mm - Dày 8.8 mm - Nặng 195 g</p>,IPS LCD,,Có,Có,Có,,<p>Cáp </p>,Có,Có,SM-A055F/DS,3.5mm,102.1 GB,2,Li-Po,Nano SIM,,,Khung &amp; Mặt lưng nhựa,,,,,,,Type-C,195 g,,4GB,,128GB,6.7 inch,,,,,1TB, Quay chậm (Slow Motion). Xóa phông  Toàn cảnh (Panorama). Tự động lấy nét (AF). Ban đêm (Night Mode). Chuyên nghiệp (Pro). Làm đẹp  Bộ lọc màu,Có,,Điện tử,12,"Wi-Fi Direct, Wi-Fi 802.11 a/b/g/n/ac, Dual-band (2.4 GHz/5 GHz)",
Điện Thoại Samsung A04s 4GB/64GB - Hàng Chính Hãng,Samsung,2870000,,,5000mAh,, v5.0,Samsung,,,,MicroSD,,Mali-G52,Exynos 850 8 nhân,,,,2.0 GHz 2.0 GHz,,<p>Dài 164.7mm - Ngang 76.7mm - Dày 9.1mm - Nặng 195g</p>,IPS LCD,,,,,,"<p>Bộ sản phẩm bao gồm: Thân máy, bộ sạc, dụng cụ lấy sim, sách hướng dẫn.</p>",Có,Có,Samsung A04s 4GB/64GB,3.5 mm,,2,Li-Po,Nano SIM,,,Khung &amp; Mặt lưng nhựa,,,,,,,Type-C,195g,,4GB,HD+ (720 x 1600 pixels),64GB,6.5 inch,,,,,Tối đa 1 TB,,Có,,Điện tử,12,Dual-band (2.4 GHz/5 GHz)  Wi-Fi 802.11 a/b/g/n/ac  Wi-Fi Direct,
Điện thoại Xiaomi Redmi Note 12 Pro 5G (8GB/256GB) - Hàng chính hãng,Xiaomi,8499000,,,,,v5.2,Xiaomi,,,,MicroSD,,,MediaTek Dimensity 1080 8 nhân,,OTGNFC,,2.6 GHz,,,AMOLED,,,,,,,Có,Có,,3.5 mm,230 GB,2,Li-Po,Nano SIM,,,Khung nhựa và Mặt lưng kính cường lực Gorilla Glass 5,,,,,,,Type-C,187 g,,,Full HD+ (1080 x 2400 Pixels),,6.67 inch,,,,,hỗ trợ tối đa 1 TB,,Có,,Điện tử,12,Wi-Fi Direct  Dual-band (2.4 GHz/5 GHz)  6 GHz,
Điện Thoại Samsung Galaxy A14 (6GB/128GB) - Hàng Chính Hãng,Samsung,3990000,,,5000 MAH,,,Samsung,,,,,,,Exynos 850,,,,,,,,,,,,,,Có,Có,,,,2 sim,,,,,,,,,,,,,,,6GB,,128GB,,,,,,,,Có,,Điện tử,12,,
Điện Thoại Xiaomi Redmi A1 2GB/32GB - Hàng Chính Hãng,Xiaomi,1783000,,,5000 mAh,, v5.0,Xiaomi,,,,MicroSD,,,MediaTek MT6761 4 nhân (Helio A22),,,,,,<p>Dài 76.75 mm - Ngang 164.9 mm - Dày 9.09 mm - Nặng 192 g</p>,IPS LCD,,,,,,"<p>Bộ sản phẩm gồm: Thân máy, pin, sạc, cáp USB C, hướng dẫn, cây tháo sim.</p>",Có,Có,Redmi A1 2GB/32GB, 3.5 mm,,2,Li-Po,Nano SIM,,,Khung &amp; Mặt lưng nhựa,,,,,,,Micro USB,192g,,,,,6.52 inch,,,,,Tối đa 1 TB,,Có,,Điện tử,18,Wi-Fi 802.11 a/b/g/n  Wi-Fi Direct  Wi-Fi hotspot,
Điện thoại Samsung Galaxy A14 5G (4GB/128GB) - Hàng chính hãng,Samsung,5000000,,,,,v5.2,Samsung,,,,MicroSD,,,MediaTek Dimensity 700 5G 8 nhân,,OTGHồng ngoại,,2.2 GHz,,,PLS LCD,,,,,,,Có,Có,,3.5mm,105.3 GB,2,Li-Po,Nano SIM,,,Khung &amp; Mặt lưng nhựa,,,,,,,Type-C,201 g,,,Full HD+ (1080 x 2400 Pixels),,6.6 inch,,,,,1TB,,Có,,Điện tử,1,Wi-Fi 802.11 a/b/g/n/ac  Wi-Fi hotspot  Wi-Fi Direct  Dual-band (2.4 GHz/5 GHz),
"Điện thoại oukitel wp23 ( chống nước,chống va đập,pin 10600mAh,Ram 4Gb.Rom 64Gb,màn hình 6.52 inch,mạng 2,3,4G,Android 13 )-hàng chính hãng",Oukitel,3990000,,,,,,Oukitel,,,,,,,,,,,,,,,,,,,,,Có,Có,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Có,,Phiếu bảo hành,12,,
"Điện thoại Samsung Galaxy A03 Core (2GB/32GB) - Hàng Chính Hãng, Mới 100%, Nguyên Seal | Bảo hành 12 tháng - Camera chính 8MP Full HD - Pin Khủng 5000 mAh - Điện Thoại Giá Rẻ",Samsung,1900000,,,5000 mAh,,,Samsung,,,,,,,,,,,,,,,,,,,,,Có,Có,Samsung Galaxy A03 Core (2GB/32GB),3.5mm,32GB,2,,Nano,,,,,,,,,,,,,,,,,,,,,,,Có,,Điện tử,1,,
"Điện thoại Oukitel  WP12 Pro (chống nước,chống va đập,RAM 8GB(Ram 4GB+ 4Gb),Rom 64 Gb,8 nhân)- hÀng chính hãng",Oukitel,2990000,,,,,,Oukitel,,,,,,,,,,,,,,,,,,,,,Có,Có,,,,,,,,,,,,,,,,,,,,,,,,Không,Không,Không,,,Có,,Phiếu bảo hành,12,,
Điện thoại Samsung Galaxy Z Flip 4 (8GB/256GB) - Hàng chính hãng,Samsung,14990000,,, 3700 mAh,,v5.2,Samsung,Hàn Quốc,2 camera 12 MP,10 MP,,,Adreno 670,Snapdragon 8+ Gen 1 8 nhân,," NFC, OTG",,"1 nhân 3.18 GHz, 3 nhân 2.7 GHz & 4 nhân 2 GHz",Có,<p>Dài 165.2 mm - Ngang 71.9 mm - Dày 6.9 mm</p>," Chính: Dynamic AMOLED 2X, Phụ: Super AMOLED",,"Ghi âm mặc định, Ghi âm cuộc gọi","BEIDOU, GALILEO, GLONASS, GPS, QZSS",,Có,"<p>Hộp, hướng dẫn sử dụng, cáp sạc, que tháo sim</p>",Có,Có,,Type-C,218.3 GB,1 Nano SIM & 1 eSIM, Li-Ion,,,, Khung nhôm & Mặt lưng kính cường lực,"AAC, AMR, FLAC, M4A, Midi, MP3, OGG, WAV",,,Trung Quốc,,Không,Type-C,187 g,"4K 2160p@30fps, 4K 2160p@60fps, FullHD 1080p@30fps, FullHD 1080p@60fps, HD 720p@30fps",8GB,FHD+ (2640 x 1080 Pixels) ,256GB,6.7 inch,,,,,,"AI Camera, Ban đêm (Night Mode), Bộ lọc màu, Chuyên nghiệp (Pro), Chống rung quang học (OIS), Góc rộng (Wide), Góc siêu rộng (Ultrawide), Hiệu ứng Bokeh, Live Photo, Làm đẹp, Quay chậm (Slow Motion), Quay Siêu chậm (Super Slow Motion), Quay video hiển thị kép, Toàn cảnh (Panorama), Trôi nhanh thời gian (Time Lapse), Xóa phông, Zoom kỹ thuật số, Zoom quang học",Có,,Điện tử,12,"6 GHz, Dual-band (2.4 GHz/5 GHz), Wi-Fi 802.11 a/b/g/n/ac/ax, Wi-Fi MIMO","3GP, AVI, FLV, MKV, MP4"
Điện thoại Samsung Galaxy Z Flip 4 (8GB/128GB) - Hàng chính hãng,Samsung,20250000,,,,,,Samsung,,,,,,,,,,,,,,,,,,,,,Có,Có,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Có,,Điện tử,1,,
Điện Thoại Oppo A54 (4GB/128GB) - Hàng Chính Hãng,OPPO,3912000,,,5000 mAh,,"LE, v5.2, A2DP",OPPO,Trung Quốc,"Chính 13 MP &amp; Phụ 2 MP, 2 MP",16 MP,MicroSD,,IMG PowerVR GE8320,MediaTek Helio P35 8 nhân,"Ứng dụng kép (Nhân bản ứng dụng), Chặn cuộc gọi, Màn hình luôn hiển thị AOD, Chặn tin nhắn, Ghi âm cuộc gọi",OTG,,4 nhân 2.35 GHz &amp; 4 nhân 1.8 GHz,Có,Dài 164 mm - Ngang 75.4 mm - Dày 7.9 mm,IPS LCD,,,"GALILEO, GLONASS, A-GPS, BDS",Có,,"Cây lấy sim, Hộp, Ốp lưng, Sách hướng dẫn, Cáp Type C - Type A, Củ sạc rời đầu Type A",Có,Có,A54 (4GB/128G),3.5 mm,Khoảng 115 GB,2,Li-Po,Nano SIM,,,Khung nhựa &amp; Mặt lưng thuỷ tinh hữu cơ,Có,,,Trung Quốc,,Pin liền,Type-C,175g,"FullHD 1080p@30fps, HD 720p@30fps",4GB,HD+ (720 x 1600 pixels),128GB,6.5 inch,,,,,Tối đa 256 GB,"Chạm lấy nét, Toàn cảnh (Panorama), Tự động lấy nét (AF), HDR, Chuyên nghiệp (Pro), Làm đẹp Siêu cận (Macro), Xóa phông, Ban đêm (Night Mode), AI Camera, Lấy nét theo pha (PDAF)",Có,,Điện tử,1,"Wi-Fi hotspot, Dual-band (2.4 GHz/5 GHz), Wi-Fi Direct, Wi-Fi 802.11 a/b/g/n/ac",Có
Điện thoại Samsung Galaxy S22 Plus 5G (8GB/256GB) - Hàng chính hãng,Samsung,21480000,,,,,,Samsung,,"Chính 50 MP &amp; Phụ 12 MP, 10 MP",10 MP,,,Adreno 730,Snapdragon 8 Gen 1 8 nhân,,,,,,,Dynamic AMOLED 2X 120Hz,,,,,,,Có,Có,S22 Plus,	Type C,,,,,,,,,,,,,,type C,,,8GB,Full HD+ (1080 x 2340 Pixels),256GB,6.6 inch,,,,,,,Có,,Hóa đơn,12,,
Điện thoại Realme 11 Pro (8GB/256GB) - Hàng chính hãng,Realme,8490000,,,5000 mAh,,Có,Realme,,Chính 100 MP & Phụ 2 MP,16 MP,,,Mali-G68,MediaTek Dimensity 7050 5G 8 nhân,,,,2.6 GHz,,,AMOLED,,,,,Có,,Có,Có,,Type-C,,2 sim,,2 Nano SIM,,,,,,,,,,Type-C,191 g,,8 GB,Full HD+ (1080 x 2400 Pixels),256GB,6.7 inch,,,,,,,Có,,Điện tử,12,Có,
"Điện thoại Oukitel K15 Plus(chống sốc,chống va đập,pin 10.000mAh,Ram 4Gb,Rom 32Gb) - hàng chính hãng",Oukitel,4790000,,,,,,Oukitel,,,,,,,,,,,,,,,,,,,,"<p>1x CápType-C , 1cốc sạc nhanh , 1xcây lấy sim, 1 x ốp lưng ,1 x dan màn hình ,PBH,HDSD</p>",Có,Có,oukitel K15 Plus,,,,,,,,,,,,,,,,,,4Gb,,,,,,,,,,Có,,Phiếu bảo hành,12,,
Điện thoại Samsung Galaxy A14  (4GB/128GB) - Hàng Chính Hãng - Đã kích hoạt bảo hành điện tử,Samsung,3672000,,,,,"A2DP,  LE,  v5.1",Samsung,,,, MicroSD,,, Exynos 850 8 nhân Exynos 850 8 nhân,Thu nhỏ màn hình sử dụng một tay,,, 2.2 GHz,,<p>Dài 167.7 mm - Ngang 78 mm - Dày 9.1 mm</p>,PLS LCD,,,,Có,,"<p>Bộ sản phẩm gồm: Hộp, Sách hướng dẫn, Cây lấy sim, Cáp Type C</p>",Có,Có,SM-A145F/DSN,3.5 mm,105 GB,2, Li-Po,Nano SIM,,,Khung &amp; Mặt lưng nhựa,,,,Hàn Quốc,,, Type-C,Nặng 201 g,,4GB,1080 x 2408 (FHD+),128GB,6.6 inch,,,,,hỗ trợ tối đa 1 TB,,Có,,Điện tử,1,"Dual-band (2.4 GHz/5 GHz),  Wi-Fi hotspot,  Wi-Fi Direct,  Wi-Fi 802.11 a/b/g/n/ac",
"Điện thoại oukitel  k15 pro (chống sốc,pin khủng,pin 10.000mAh ,Ram 8Gb,Rom 128Gb) – hàng chính hãng",Oukitel,4990000,,,,,"Bluetooth 5, Bluetooth HID",Oukitel,,,,,,,,,,,MT6771 Octa Core,,,,,,,,,,Có,Có,oukitel k15 pro,,128,2,,nano,,,,,,,,,,tyce c,320,,8Gb,HD+ (720 x 1600 pixels),128Gb,6.52 inch,,,,,,,Không,,Phiếu bảo hành,12,"Wi-Fi 2.4G / Wi-Fi 5G , Wi-Fi Direct ",
Điện thoại Samsung Galaxy S23 Ultra 5G (12GB/512GB) - Hàng chính hãng,Samsung,33000000,,,,,,Samsung,,,,,,,,,,,,,,,,,,,,,Có,Có,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Có,,Điện tử,1,,
Điện thoại OPPO Find N2 Flip (8GB/256GB) - Hàng Chính Hãng,OPPO,17790000,,,4300 mAh,,v5.3,OPPO,,Chính 50 MP & Phụ 8 MP,32 MP,,,Mali-G710 MC10,MediaTek Dimensity 9000+ 8 nhân,,,,3.2 GHz,,,AMOLED,,,,,Có,,Có,Có,,Type-C,,2 sim,,2 Nano SIM,,,,,,,,,,Type-C,191 g,,8 GB,Chính: FHD+ (2520 x 1080 Pixels) & Phụ: (720 x 382 Pixels),256 GB,"Chính 6.8"" & Phụ 3.26""",,,,,,,Có,,Điện tử,12,Có,
